Gene Name	UniProt ID	Peptide Name	ENZYME ID
Cre08.g373050	A0A2K3DHE0	Cre08.g373050.t1.1	6.4.1.2
Cre08.g373050	A0A2K3DHE0	Cre08.g373050.t1.1	6.3.4.14
Cre08.g361200	A0A2K3DGG9	Cre08.g361200.t1.2	
Cre08.g361200	A0A2K3DGG9	Cre08.g361200.t2.1	
Cre08.g381516	A0A2K3DI16	Cre08.g381516.t1.1	1.1.1.300
Cre08.g358576	A0A2K3DGC4	Cre08.g358576.t1.1	
Cre08.g381900	A0A2K3DI40	Cre08.g381900.t1.2	
Cre08.g379175	A0A2K3DHW9	Cre08.g379175.t1.1	
Cre08.g359900	A0A2K3DGG4	Cre08.g359900.t1.1	2.7.11.1
Cre08.g358543	A0A2K3DG87	Cre08.g358543.t1.1	2.7.7.49
Cre08.g358543	A0A2K3DG87	Cre08.g358543.t1.1	2.7.7.7
Cre08.g358543	A0A2K3DG87	Cre08.g358543.t1.1	3.1.26.4
Cre08.g365065	A0A2K3DGS9	Cre08.g365065.t1.1	
Cre08.g365065	A0A2K3DGS9	Cre08.g365065.t2.1	
Cre08.g379850	A0A2K3DHY9	Cre08.g379850.t1.2	2.7.12.1
Cre08.g381702	A0A2K3DI27	Cre08.g381702.t1.1	1.2.1.79
Cre08.g359300	A8JGF3	Cre08.g359300.t1.2	
Cre08.g379350	Q84XW3	Cre08.g379350.t1.1	
Cre08.g382590	A0A2K3DI49	Cre08.g382590.t1.1	
Cre08.g382590	A0A2K3DI47	Cre08.g382590.t2.1	
Cre08.g367650	A8J435	Cre08.g367650.t1.2	
Cre08.g358536	A0A2K3DG72	Cre08.g358536.t1.1	
Cre08.g359950	A0A2K3DGE2	Cre08.g359950.t1.2	
Cre08.g373367	A0A2K3DHH1	Cre08.g373367.t1.1	
Cre08.g377400	A0A2K3DHT2	Cre08.g377400.t1.1	3.4.19.12
Cre08.g365141	A0A2K3DGU4	Cre08.g365141.t2.1	
Cre08.g365141	A0A2K3DGU4	Cre08.g365141.t1.1	
Cre08.g379187		Cre08.g379187.t1.1	
Cre08.g368100	A0A2K3DH12	Cre08.g368100.t1.1	
Cre08.g363383	A0A2K3DGN9	Cre08.g363383.t1.1	
Cre08.g375751	A0A2K3DHP4	Cre08.g375751.t1.1	
Cre08.g373343		Cre08.g373343.t1.1	
Cre08.g360900	A8J493	Cre08.g360900.t1.2	
Cre08.g363750	A0A2K3DGP8	Cre08.g363750.t1.1	
Cre08.g376350	A8IZD4	Cre08.g376350.t1.2	
Cre08.g376350	A8IZD4	Cre08.g376350.t2.1	
Cre08.g375850	A0A2K3DHN5	Cre08.g375850.t1.2	
Cre08.g358578	A0A2K3DGC5	Cre08.g358578.t1.1	
Cre08.g381100	A0A2K3DI07	Cre08.g381100.t1.1	
Cre08.g358537	A0A2K3DG85	Cre08.g358537.t1.1	
Cre08.g369700	A0A2K3DH66	Cre08.g369700.t1.2	2.7.11.24
Cre08.g374400	A0A2K3DHM0	Cre08.g374400.t1.1	
Cre08.g374400	A0A2K3DHM0	Cre08.g374400.t2.1	
Cre08.g384628	A0A2K3DIB5	Cre08.g384628.t1.1	
Cre08.g362036	A0A2K3DGJ7	Cre08.g362036.t1.2	
Cre08.g374650	A0A2K3DHL3	Cre08.g374650.t1.1	
Cre08.g369150	A0A2K3DH35	Cre08.g369150.t1.1	3.6.3.46
Cre08.g373500	A0A2K3DHI4	Cre08.g373500.t1.1	
Cre08.g363950	A0A2K3DGP3	Cre08.g363950.t1.1	
Cre08.g383650	A0A2K3DI91	Cre08.g383650.t1.2	
Cre08.g361551	A0A2K3DGI2	Cre08.g361551.t1.1	
Cre08.g362700	A0A2K3DGL3	Cre08.g362700.t1.2	3.4.24.71
Cre08.g381300	A0A2K3DI20	Cre08.g381300.t1.2	
Cre08.g358572	A0A2K3DG89	Cre08.g358572.t1.1	
Cre08.g385600	A0A2K3DIC9	Cre08.g385600.t1.1	
Cre08.g385600	A0A2K3DID1	Cre08.g385600.t2.1	
Cre08.g360400	A8JGH0	Cre08.g360400.t1.1	
Cre08.g371700	A0A2K3DH91	Cre08.g371700.t1.1	
Cre08.g365500	A0A2K3DGV2	Cre08.g365500.t1.1	
Cre08.g358850	A0A2K3DGD1	Cre08.g358850.t1.2	
Cre08.g373878	A0A2K3DHK0	Cre08.g373878.t1.1	2.7.11.1
Cre08.g382200	A0A2K3DI41	Cre08.g382200.t1.1	
Cre08.g382200	A0A2K3DI41	Cre08.g382200.t2.1	
Cre08.g358524	A0A2K3DG78	Cre08.g358524.t1.1	
Cre08.g362750	A0A2K3DGL6	Cre08.g362750.t1.2	
Cre08.g363100	A0A2K3DGN6	Cre08.g363100.t1.1	
Cre08.g360050	A0A2K3DGE0	Cre08.g360050.t1.1	3.5.1.54
Cre08.g360050	A0A2K3DGE0	Cre08.g360050.t1.1	6.3.4.6
Cre08.g360050	A0A2K3DGE0	Cre08.g360050.t2.1	3.5.1.54
Cre08.g360050	A0A2K3DGE0	Cre08.g360050.t2.1	6.3.4.6
Cre08.g359650	A0A2K3DGD0	Cre08.g359650.t1.2	3.4.21.72
Cre08.g358557	A0A2K3DG90	Cre08.g358557.t1.1	
Cre08.g360550	A0A2K3DGH0	Cre08.g360550.t1.1	1.7.2.1
Cre08.g378300	A0A2K3DHV2	Cre08.g378300.t1.1	
Cre08.g372850	A8JEV7	Cre08.g372850.t1.2	
Cre08.g373688	A0A2K3DHJ0	Cre08.g373688.t1.1	4.6.1.1
Cre08.g373688	A0A2K3DHK3	Cre08.g373688.t2.1	4.6.1.1
Cre08.g358560	A0A2K3DG86	Cre08.g358560.t1.1	
Cre08.g372300	A0A2K3DHB2	Cre08.g372300.t1.2	
Cre08.g366800	A0A2K3DGY2	Cre08.g366800.t1.1	
Cre08.g358300	A0A2K3DG67	Cre08.g358300.t1.2	
Cre08.g373225	A0A2K3DHB9	Cre08.g373225.t1.1	
Cre08.g384285	A0A2K3DI99	Cre08.g384285.t1.1	
Cre08.g384285	A0A2K3DI99	Cre08.g384285.t2.1	
Cre08.g365100	A0A2K3DGU9	Cre08.g365100.t1.1	
Cre08.g365100	A0A2K3DGU7	Cre08.g365100.t2.1	
Cre08.g376800	A0A2K3DHR8	Cre08.g376800.t1.1	3.6.5.3
Cre08.g362076	A0A2K3DGM4	Cre08.g362076.t1.1	
Cre08.g367876	A0A2K3DH03	Cre08.g367876.t1.2	
Cre08.g366600	A0A2K3DH01	Cre08.g366600.t1.1	
Cre08.g369976	A0A2K3DH44	Cre08.g369976.t1.1	
Cre08.g372200	A8JEU7	Cre08.g372200.t1.2	
Cre08.g363450	A0A2K3DGN3	Cre08.g363450.t1.2	
Cre08.g370083	A0A2K3DH47	Cre08.g370083.t1.1	
Cre08.g373421	A0A2K3DHH7	Cre08.g373421.t1.1	
Cre08.g373421	A0A2K3DHJ4	Cre08.g373421.t2.1	
Cre08.g358616	A0A2K3DGC8	Cre08.g358616.t1.1	3.1.3.16
Cre08.g364550	A0A2K3DGR8	Cre08.g364550.t1.1	6.3.2.19
Cre08.g373365	A0A2K3DHF3	Cre08.g373365.t1.1	
Cre08.g363874	A0A2K3DGQ5	Cre08.g363874.t1.1	2.7.9.4
Cre08.g363874	A0A2K3DGQ2	Cre08.g363874.t2.1	2.7.9.4
Cre08.g370950	A8JES9	Cre08.g370950.t1.2	
Cre08.g367200	A0A2K3DGZ2	Cre08.g367200.t1.1	
Cre08.g371957	A0A2K3DHD1	Cre08.g371957.t1.1	
Cre08.g371840	A0A2K3DHA5	Cre08.g371840.t1.1	
Cre08.g380800	A0A2K3DI10	Cre08.g380800.t1.1	
Cre08.g380800	A0A2K3DI10	Cre08.g380800.t2.1	
Cre08.g373353	A0A2K3DHD8	Cre08.g373353.t1.1	
Cre08.g382689	A0A2K3DI57	Cre08.g382689.t1.2	
Cre08.g358531	A0A2K3DG53	Cre08.g358531.t1.1	
Cre08.g372900	Q9SWH3	Cre08.g372900.t1.1	
Cre08.g369900	A0A2K3DH56	Cre08.g369900.t1.2	2.7.11.24
Cre08.g368050	A8J441	Cre08.g368050.t1.2	2.1.1.63
Cre08.g360100	A8JGG5	Cre08.g360100.t1.2	3.5.1.54
Cre08.g361600	A0A2K3DGI5	Cre08.g361600.t1.1	
Cre08.g383000	A0A2K3DI67	Cre08.g383000.t1.1	
Cre08.g383000	A0A2K3DI67	Cre08.g383000.t2.1	
Cre08.g382500	A8IZ36	Cre08.g382500.t1.2	
Cre08.g365000	A0A2K3DGS1	Cre08.g365000.t1.1	
Cre08.g373345		Cre08.g373345.t1.1	
Cre08.g374700	A0A2K3DHL8	Cre08.g374700.t1.1	
Cre08.g378750	A0A2K3DHV6	Cre08.g378750.t1.1	
Cre08.g369550	A0A2K3DH61	Cre08.g369550.t1.2	
Cre08.g359350	A0A2K3DGE7	Cre08.g359350.t1.2	6.4.1.2
Cre08.g359350	A0A2K3DGE7	Cre08.g359350.t1.2	6.3.4.14
Cre08.g377550	A8IZB3	Cre08.g377550.t1.2	
Cre08.g364950	A0A2K3DGV5	Cre08.g364950.t1.1	
Cre08.g364950	A0A2K3DGV5	Cre08.g364950.t2.1	
Cre08.g380650	A0A2K3DI04	Cre08.g380650.t1.1	
Cre08.g375084	A0A2K3DHN1	Cre08.g375084.t1.1	
Cre08.g375084	A0A2K3DHN2	Cre08.g375084.t2.1	
Cre08.g379450	A0A2K3DHX9	Cre08.g379450.t1.1	3.2.1.23
Cre08.g376300	A8IZD5	Cre08.g376300.t1.2	
Cre08.g380201	A0A2K3DHZ1	Cre08.g380201.t1.1	4.2.1.10
Cre08.g380201	A0A2K3DHZ1	Cre08.g380201.t1.1	1.1.1.25
Cre08.g358583	A0A2K3DGC6	Cre08.g358583.t1.1	
Cre08.g373368	A0A2K3DHG9	Cre08.g373368.t1.1	
Cre08.g358523	A0A2K3DG65	Cre08.g358523.t1.1	2.7.11.1
Cre08.g358577	A0A2K3DGB0	Cre08.g358577.t1.1	
Cre08.g360001	A0A2K3DGE6	Cre08.g360001.t1.1	
Cre08.g371650	A0A2K3DHB0	Cre08.g371650.t1.2	
Cre08.g385700	A0A2K3DIC8	Cre08.g385700.t1.2	
Cre08.g373342	A0A2K3DHG5	Cre08.g373342.t1.1	
Cre08.g372800	A0A2K3DHC5	Cre08.g372800.t1.1	
Cre08.g380000	A0A2K3DHZ2	Cre08.g380000.t1.2	
Cre08.g377350	A0A2K3DHS7	Cre08.g377350.t1.1	2.7.4.8
Cre08.g365550	A0A2K3DGW5	Cre08.g365550.t1.1	
Cre08.g362050	A0A2K3DGK9	Cre08.g362050.t1.2	
Cre08.g358558	A0A2K3DGA8	Cre08.g358558.t1.1	
Cre08.g358538	Q4VKB6	Cre08.g358538.t1.1	5.5.1.19
Cre08.g364000	A0A2K3DGQ3	Cre08.g364000.t1.1	
Cre08.g358571	A0A2K3DGB2	Cre08.g358571.t1.1	4.6.1.2
Cre08.g359700	A0A2K3DGD3	Cre08.g359700.t1.2	2.8.1.8
Cre08.g369050	A0A2K3DH54	Cre08.g369050.t1.2	
Cre08.g373357	A0A2K3DHG4	Cre08.g373357.t1.1	
Cre08.g375350	A0A2K3DHN3	Cre08.g375350.t1.2	1.1.1.300
Cre08.g381950	A0A2K3DI28	Cre08.g381950.t1.2	2.7.12.1
Cre08.g374350	A0A2K3DHK7	Cre08.g374350.t1.2	
Cre08.g381050	A0A2K3DI22	Cre08.g381050.t1.1	3.4.22.15
Cre08.g382900	A0A2K3DI73	Cre08.g382900.t1.1	
Cre08.g358530	A0A2K3DG49	Cre08.g358530.t1.1	
Cre08.g381600	A0A2K3DI31	Cre08.g381600.t1.2	
Cre08.g364250	A0A2K3DGS6	Cre08.g364250.t1.2	
Cre08.g368250	A0A2K3DH33	Cre08.g368250.t1.1	
Cre08.g384000	A0A2K3DI95	Cre08.g384000.t1.1	1.14.14.1
Cre08.g362500	A0A2K3DGL9	Cre08.g362500.t1.2	
Cre08.g358546	A0A2K3DG82	Cre08.g358546.t1.1	
Cre08.g372450	A8JEV1	Cre08.g372450.t1.2	1.10.3.9
Cre08.g375450	A0A2K3DHM8	Cre08.g375450.t1.2	1.1.1.223
Cre08.g375450	A0A2K3DHM8	Cre08.g375450.t1.2	1.1.1.243
Cre08.g365450	A0A2K3DGW6	Cre08.g365450.t1.2	
Cre08.g367850	A0A2K3DGZ6	Cre08.g367850.t1.1	
Cre08.g382950	A8IZ27	Cre08.g382950.t1.2	
Cre08.g358900	A0A2K3DGA9	Cre08.g358900.t1.2	2.4.2.8
Cre08.g371250	A0A2K3DHA0	Cre08.g371250.t1.1	
Cre08.g363367	A0A2K3DGQ6	Cre08.g363367.t1.1	
Cre08.g362200	A0A2K3DGL8	Cre08.g362200.t1.1	
Cre08.g373550	A0A2K3DHJ1	Cre08.g373550.t1.2	3.6.1.13
Cre08.g385100	A0A2K3DIC5	Cre08.g385100.t1.2	
Cre08.g385250	A0A2K3DIC6	Cre08.g385250.t1.1	
Cre08.g373916	A0A2K3DHL2	Cre08.g373916.t1.1	
Cre08.g359200	A0A2K3DGE1	Cre08.g359200.t1.1	
Cre08.g360801	A0A2K3DGG5	Cre08.g360801.t1.1	3.1.3.58
Cre08.g363150	A0A2K3DGM3	Cre08.g363150.t1.2	
Cre08.g360444	A0A2K3DGH2	Cre08.g360444.t1.2	
Cre08.g365050	A0A2K3DGS5	Cre08.g365050.t1.2	
Cre08.g369850	A0A2K3DH80	Cre08.g369850.t1.1	3.6.3.44
Cre08.g358549	A0A2K3DG74	Cre08.g358549.t1.1	
Cre08.g384900	A0A2K3DIA9	Cre08.g384900.t1.2	2.7.11.1
Cre08.g370550	A0A2K3DH85	Cre08.g370550.t1.1	1.1.99.39
Cre08.g370900	A0A2K3DH76	Cre08.g370900.t1.1	
Cre08.g376850	A0A2K3DHS1	Cre08.g376850.t1.2	
Cre08.g376850	A0A2K3DHS1	Cre08.g376850.t2.1	
Cre08.g367750	A0A2K3DH02	Cre08.g367750.t1.1	
Cre08.g369100	A0A2K3DH60	Cre08.g369100.t1.2	
Cre08.g366579	A0A2K3DGZ9	Cre08.g366579.t1.2	
Cre08.g360850	A0A2K3DGH9	Cre08.g360850.t1.2	
Cre08.g361100	A0A2K3DGH1	Cre08.g361100.t2.1	
Cre08.g361100	A0A2K3DGJ0	Cre08.g361100.t1.2	
Cre08.g372716	A0A2K3DHB1	Cre08.g372716.t1.2	
Cre08.g377600	A0A2K3DHT5	Cre08.g377600.t1.1	
Cre08.g373356	A0A2K3DHD9	Cre08.g373356.t1.1	
Cre08.g373363	A0A2K3DHF5	Cre08.g373363.t1.1	
Cre08.g373414	A0A2K3DHI7	Cre08.g373414.t1.1	2.7.7.49
Cre08.g373250	A8JEW4	Cre08.g373250.t1.2	3.4.25.1
Cre08.g380763	A0A2K3DI09	Cre08.g380763.t1.2	
Cre08.g380763	A0A2K3DI09	Cre08.g380763.t2.1	
Cre08.g378850	A0A2K3DHX3	Cre08.g378850.t1.2	2.7.6.1
Cre08.g358521	A0A2K3DG44	Cre08.g358521.t1.1	
Cre08.g371918	A0A2K3DHC2	Cre08.g371918.t1.1	
Cre08.g358326	A0A2K3DG54	Cre08.g358326.t1.1	
Cre08.g382700	A0A2K3DI59	Cre08.g382700.t1.1	
Cre08.g366350	A0A2K3DGY9	Cre08.g366350.t1.1	
Cre08.g368650	A0A2K3DH48	Cre08.g368650.t1.2	
Cre08.g381550	A0A2K3DI30	Cre08.g381550.t1.2	
Cre08.g377850	A0A2K3DHT9	Cre08.g377850.t1.2	
Cre08.g384600	A0A2K3DIB1	Cre08.g384600.t1.2	3.1.1.81
Cre08.g368026		Cre08.g368026.t1.1	
Cre08.g373351	A0A2K3DHE2	Cre08.g373351.t1.1	
Cre08.g363250	A0A2K3DGP0	Cre08.g363250.t1.1	
Cre08.g380300	A0A2K3DI00	Cre08.g380300.t1.1	1.8.4.11
Cre08.g362019	A0A2K3DGJ1	Cre08.g362019.t1.1	
Cre08.g375400	A0A098	Cre08.g375400.t1.1	
Cre08.g383050	A0A2K3DI74	Cre08.g383050.t1.1	
Cre08.g364989	A0A2K3DGT0	Cre08.g364989.t2.1	
Cre08.g364989	A0A2K3DGT0	Cre08.g364989.t1.1	
Cre08.g364600	A0A2K3DGP9	Cre08.g364600.t1.2	
Cre08.g386100	A0A2K3DIF2	Cre08.g386100.t1.1	2.7.11.18
Cre08.g386100	A0A2K3DID9	Cre08.g386100.t2.1	2.7.11.18
Cre08.g386100	A0A2K3DID8	Cre08.g386100.t3.1	2.7.11.18
Cre08.g364931	A0A2K3DGR0	Cre08.g364931.t1.1	
Cre08.g358100	A8JGA1	Cre08.g358100.t1.1	
Cre08.g380600	A0A2K3DI13	Cre08.g380600.t1.1	2.7.12.1
Cre08.g384250	A0A2K3DIA1	Cre08.g384250.t1.2	2.7.11.1
Cre08.g363400	A0A2K3DGP6	Cre08.g363400.t1.1	
Cre08.g382300	A5H8I1	Cre08.g382300.t1.2	
Cre08.g372950	A8JEV9	Cre08.g372950.t1.2	1.17.1.2
Cre08.g369720	A0A2K3DH39	Cre08.g369720.t1.1	3.6.3.44
Cre08.g369720	A0A2K3DH49	Cre08.g369720.t2.1	3.6.3.44
Cre08.g375050	A8IZF3	Cre08.g375050.t1.2	
Cre08.g378800	A0A2K3DHW3	Cre08.g378800.t1.2	
Cre08.g365950	A0A2K3DGW3	Cre08.g365950.t1.2	2.3.1.20
Cre08.g366200	A0A2K3DGY6	Cre08.g366200.t1.1	
Cre08.g367300	A0A2K3DGY3	Cre08.g367300.t1.1	
Cre08.g384320	A0A2K3DIA4	Cre08.g384320.t1.1	
Cre08.g384320	A0A2K3DI97	Cre08.g384320.t2.1	
Cre08.g370000	A0A2K3DH74	Cre08.g370000.t1.1	
Cre08.g373200	A0A2K3DHC0	Cre08.g373200.t1.2	
Cre08.g365400	A8J3Z3	Cre08.g365400.t1.2	
Cre08.g364200	A0A2K3DGQ7	Cre08.g364200.t1.1	
Cre08.g374950	A0A2K3DHM3	Cre08.g374950.t1.1	
Cre08.g358562	A0A2K3DG79	Cre08.g358562.t1.1	
Cre08.g364050	A0A2K3DGQ8	Cre08.g364050.t1.2	
Cre08.g377450	A0A2K3DHS6	Cre08.g377450.t1.1	
Cre08.g371052	A0A2K3DH95	Cre08.g371052.t1.1	2.7.11.1
Cre08.g371052	A0A2K3DHA4	Cre08.g371052.t2.1	2.7.11.1
Cre08.g373360	A0A2K3DHI1	Cre08.g373360.t1.1	
Cre08.g385951	A0A2K3DID7	Cre08.g385951.t1.2	
Cre08.g369350	A0A2K3DH41	Cre08.g369350.t1.1	
Cre08.g360450	A0A2K3DGE9	Cre08.g360450.t1.1	4.6.1.1
Cre08.g364862	A0A2K3DGS8	Cre08.g364862.t1.2	2.7.11.25
Cre08.g367600	A0A2K3DH20	Cre08.g367600.t1.2	2.5.1.47
Cre08.g365204	A0A2K3DGT2	Cre08.g365204.t1.1	
Cre08.g365600	A0A2K3DGU0	Cre08.g365600.t1.2	2.5.1.3
Cre08.g365600	A0A2K3DGU0	Cre08.g365600.t1.2	2.7.1.49
Cre08.g365600	A0A2K3DGU0	Cre08.g365600.t1.2	2.7.4.7
Cre08.g364726	A0A2K3DGT9	Cre08.g364726.t1.1	
Cre08.g379163	A0A2K3DHX4	Cre08.g379163.t1.1	
Cre08.g372750	A0A2K3DHA8	Cre08.g372750.t1.1	
Cre08.g373372	A8JIS5	Cre08.g373372.t1.1	
Cre08.g378417	A0A2K3DHV0	Cre08.g378417.t1.1	
Cre08.g378417	A0A2K3DHV7	Cre08.g378417.t2.1	
Cre08.g383150	H3K2W2	Cre08.g383150.t1.2	2.3.1.88
Cre08.g375301	A0A2K3DHP0	Cre08.g375301.t1.1	
Cre08.g381800	A0A2K3DI36	Cre08.g381800.t1.1	5.3.3.2
Cre08.g371879	A0A2K3DHB4	Cre08.g371879.t1.1	
Cre08.g372100	A8JEU4	Cre08.g372100.t1.2	
Cre08.g375700	A0A2K3DHP3	Cre08.g375700.t1.1	
Cre08.g376950	A0A2K3DHS0	Cre08.g376950.t1.1	3.4.24.38
Cre08.g382620	A0A2K3DI66	Cre08.g382620.t1.1	
Cre08.g380550	A0A2K3DI06	Cre08.g380550.t1.2	1.1.1.300
Cre08.g358539	A0A2K3DG66	Cre08.g358539.t1.1	
Cre08.g370050	A0A2K3DH59	Cre08.g370050.t1.1	
Cre08.g382100	A0A2K3DI45	Cre08.g382100.t1.2	
Cre08.g376500	A0A2K3DHR9	Cre08.g376500.t1.2	4.2.99.18
Cre08.g368200	A0A2K3DH18	Cre08.g368200.t1.2	
Cre08.g373355	A0A2K3DHE3	Cre08.g373355.t1.1	
Cre08.g369683	A0A2K3DH38	Cre08.g369683.t1.1	3.6.3.44
Cre08.g369740	A0A2K3DH65	Cre08.g369740.t1.1	
Cre08.g369740	A0A2K3DH65	Cre08.g369740.t2.1	
Cre08.g370650	A0A2K3DH97	Cre08.g370650.t1.2	3.1.1.31
Cre08.g384050	A0A2K3DIA2	Cre08.g384050.t1.2	
Cre08.g358526	A8JID6	Cre08.g358526.t1.1	
Cre08.g361850	A0A2K3DGL4	Cre08.g361850.t1.2	
Cre08.g361450	A0A2K3DGI8	Cre08.g361450.t1.2	
Cre08.g373364	A0A2K3DHH0	Cre08.g373364.t1.1	
Cre08.g379150		Cre08.g379150.t1.2	
Cre08.g366850	A0A2K3DGX0	Cre08.g366850.t1.1	
Cre08.g358150	A0A2K3DG37	Cre08.g358150.t1.2	
Cre08.g378900	Q6V502	Cre08.g378900.t1.2	1.6.5.3
Cre08.g385400	A0A2K3DIB9	Cre08.g385400.t1.2	3.5.1.1
Cre08.g385400	A0A2K3DIB8	Cre08.g385400.t2.1	3.5.1.1
Cre08.g363200	A0A2K3DGM9	Cre08.g363200.t1.2	3.4.24.13
Cre08.g380151	A0A2K3DHZ0	Cre08.g380151.t1.1	2.3.1.48
Cre08.g363050	A0A2K3DGN2	Cre08.g363050.t1.2	
Cre08.g376450	A0A2K3DHQ9	Cre08.g376450.t1.2	
Cre08.g371800	A0A2K3DH92	Cre08.g371800.t1.2	
Cre08.g377050	A0A2K3DHT3	Cre08.g377050.t1.1	4.6.1.14
Cre08.g358581	A0A2K3DGC1	Cre08.g358581.t1.1	
Cre08.g382450	A8IZ38	Cre08.g382450.t1.2	
Cre08.g376100	A0A2K3DHQ7	Cre08.g376100.t1.2	3.1.3.7
Cre08.g370150	A0A2K3DH75	Cre08.g370150.t1.1	
Cre08.g372550	A8JEV2	Cre08.g372550.t1.1	2.7.11.22
Cre08.g359250	A0A2K3DGC0	Cre08.g359250.t1.2	
Cre08.g366900	A0A2K3DGY4	Cre08.g366900.t1.2	
Cre08.g375950	A0A2K3DHP6	Cre08.g375950.t1.1	
Cre08.g368000	A0A2K3DH25	Cre08.g368000.t1.1	3.4.19.12
Cre08.g377900	A0A2K3DHT6	Cre08.g377900.t1.2	
Cre08.g384550	A0A2K3DIA0	Cre08.g384550.t1.1	
Cre08.g373150	A0A2K3DHE4	Cre08.g373150.t1.1	
Cre08.g370700	A0A2K3DH70	Cre08.g370700.t1.2	
Cre08.g366700	A0A2K3DGW8	Cre08.g366700.t1.1	
Cre08.g367100	A0A2K3DH09	Cre08.g367100.t1.1	
Cre08.g358564	A0A2K3DGA6	Cre08.g358564.t1.1	
Cre08.g358950	A0A2K3DGB1	Cre08.g358950.t1.1	
Cre08.g358950	A0A2K3DGD6	Cre08.g358950.t2.1	
Cre08.g379500	A0A2K3DHY5	Cre08.g379500.t1.1	2.7.12.1
Cre08.g365800	A0A2K3DGX3	Cre08.g365800.t1.1	
Cre08.g375000	A0A2K3DHM7	Cre08.g375000.t1.1	3.1.3.16
Cre08.g375000	A0A2K3DHM7	Cre08.g375000.t1.1	3.1.3.48
Cre08.g366000	A8J403	Cre08.g366000.t1.2	
Cre08.g359166	A0A2K3DGC7	Cre08.g359166.t1.1	
Cre08.g358751	A0A2K3DGB3	Cre08.g358751.t1.1	
Cre08.g361500	A0A2K3DGK2	Cre08.g361500.t1.2	
Cre08.g383400	A0A2K3DI82	Cre08.g383400.t1.1	
Cre08.g366250	A0A2K3DGY5	Cre08.g366250.t1.1	
Cre08.g385000	A0A2K3DIC2	Cre08.g385000.t1.2	2.7.11.1
Cre08.g358800	A0A2K3DGB5	Cre08.g358800.t1.2	5.1.1.17
Cre08.g379000	A8IZ90	Cre08.g379000.t1.2	
Cre08.g376400	A0A2K3DHQ3	Cre08.g376400.t1.1	
Cre08.g379300	A0A2K3DHX6	Cre08.g379300.t1.1	
Cre08.g382650	A0A2K3DI62	Cre08.g382650.t1.1	
Cre08.g364100	A8J3X4	Cre08.g364100.t1.2	
Cre08.g378050	Q6QAY0	Cre08.g378050.t1.2	
Cre08.g381350	A0A2K3DI26	Cre08.g381350.t1.2	
Cre08.g382050	A0A2K3DI42	Cre08.g382050.t1.1	
Cre08.g380250	A0A2K3DI03	Cre08.g380250.t1.2	
Cre08.g375250	A0A2K3DHN0	Cre08.g375250.t1.1	
Cre08.g375600	A0A2K3DHM4	Cre08.g375600.t1.2	3.4.11.5
Cre08.g373348	A0A2K3DHE6	Cre08.g373348.t1.1	
Cre08.g373348	A0A2K3DHC9	Cre08.g373348.t2.1	
Cre08.g358552	A0A2K3DG91	Cre08.g358552.t1.1	
Cre08.g362600	A0A2K3DGN5	Cre08.g362600.t1.2	
Cre08.g364151	A0A2K3DGQ0	Cre08.g364151.t1.1	
Cre08.g364300	A0A2K3DGS4	Cre08.g364300.t1.2	
Cre08.g365750	A0A2K3DGV4	Cre08.g365750.t1.1	
Cre08.g368600	A0A2K3DH23	Cre08.g368600.t1.1	2.7.11.1
Cre08.g384390	A0A2K3DIB3	Cre08.g384390.t1.1	2.7.7.7
Cre08.g370601	A0A2K3DH93	Cre08.g370601.t1.1	
Cre08.g385950	A0A2K3DIE0	Cre08.g385950.t1.1	
Cre08.g378400	A0A2K3DHV4	Cre08.g378400.t1.2	
Cre08.g365351	A0A2K3DGU3	Cre08.g365351.t1.1	
Cre08.g360650	A0A2K3DGG8	Cre08.g360650.t1.2	
Cre08.g373371	A0A2K3DHG0	Cre08.g373371.t1.1	
Cre08.g374050	A0A2K3DHL5	Cre08.g374050.t1.2	2.7.7.7
Cre08.g367250	A0A2K3DGY1	Cre08.g367250.t1.1	
Cre08.g358559	A0A2K3DG83	Cre08.g358559.t1.1	
Cre08.g383101	A0A2K3DI75	Cre08.g383101.t1.1	
Cre08.g362550	A8J4D6	Cre08.g362550.t1.2	
Cre08.g377750	A0A2K3DHU1	Cre08.g377750.t1.1	
Cre08.g377750	A0A2K3DHU1	Cre08.g377750.t2.1	
Cre08.g358525	A0A2K3DG63	Cre08.g358525.t1.1	1.11.1.9
Cre08.g385650	A0A2K3DID6	Cre08.g385650.t1.2	2.7.11.22
Cre08.g385650	A0A2K3DID6	Cre08.g385650.t1.2	2.7.11.23
Cre08.g369650	A0A2K3DH43	Cre08.g369650.t1.1	
Cre08.g383750	A0A2K3DI80	Cre08.g383750.t1.1	
Cre08.g383750	A0A2K3DI94	Cre08.g383750.t2.1	
Cre08.g382150	A0A2K3DI38	Cre08.g382150.t1.1	
Cre08.g373377	A0A2K3DHH5	Cre08.g373377.t1.1	
Cre08.g359750	A8JGF8	Cre08.g359750.t1.2	
Cre08.g359750	A8JGF8	Cre08.g359750.t2.1	
Cre08.g371751	A0A2K3DHB6	Cre08.g371751.t1.1	
Cre08.g361800	A0A2K3DGK1	Cre08.g361800.t1.2	
Cre08.g377100	A0A2K3DHS5	Cre08.g377100.t1.2	2.7.4.3
Cre08.g376900	A0A2K3DHS3	Cre08.g376900.t1.1	
Cre08.g376900	A0A2K3DHS3	Cre08.g376900.t2.1	
Cre08.g375801	A0A2K3DHP8	Cre08.g375801.t1.1	
